polling_firm	variable	value	date	wikidata_id
Ixè	PD	27.8	2013-10-25	Q47729
Piepoli	PD	30	2013-10-23	Q47729
Ipsos	PD	29.8	2013-10-22	Q47729
IPR	PD	28	2013-10-21	Q47729
Datamedia	PD	28.5	2013-10-21	Q47729
Lorien	PD	29.8	2013-10-20	Q47729
EMG	PD	29	2013-10-19	Q47729
Tecnè	PD	28.8	2013-10-18	Q47729
SWG	PD	27.9	2013-10-18	Q47729
Ixè	PD	28.4	2013-10-18	Q47729
Ipsos	PD	30.6	2013-10-15	Q47729
IPR	PD	28.5	2013-10-14	Q47729
ISPO	PD	30.9	2013-10-14	Q47729
Datamedia	PD	28	2013-10-14	Q47729
Lorien	PD	30	2013-10-13	Q47729
Tecnè	PD	29.2	2013-10-11	Q47729
SWG	PD	27	2013-10-11	Q47729
Ixè	PD	28.9	2013-10-11	Q47729
EMG	PD	28.7	2013-10-11	Q47729
ScenariPolitici	PD	27.1	2013-10-10	Q47729
Ipsos	PD	30.5	2013-10-08	Q47729
IPR	PD	29.5	2013-10-07	Q47729
Ixè	PD	28.5	2013-10-07	Q47729
Datamedia	PD	29	2013-10-07	Q47729
Tecnè	PD	30.1	2013-10-04	Q47729
Euromedia	PD	25	2013-10-04	Q47729
EMG	PD	29.6	2013-10-04	Q47729
Demos&Pi	PD	32.2	2013-10-04	Q47729
IPR	PD	28.5	2013-10-03	Q47729
SWG	PD	31.2	2013-10-03	Q47729
SWG	PD	27	2013-10-01	Q47729
Ipsos	PD	30	2013-10-01	Q47729
IPR	PD	28.5	2013-09-30	Q47729
Datamedia	PD	27.1	2013-09-30	Q47729
Lorien	PD	29.8	2013-09-29	Q47729
EMG	PD	29.2	2013-09-29	Q47729
Tecnè	PD	27.1	2013-09-27	Q47729
SWG	PD	28	2013-09-27	Q47729
Ixè	PD	27.5	2013-09-27	Q47729
Datamedia	PD	28	2013-09-25	Q47729
Ipsos	PD	29.4	2013-09-24	Q47729
Lorien	PD	29.5	2013-09-22	Q47729
Tecnè	PD	27.6	2013-09-20	Q47729
SWG	PD	28.5	2013-09-20	Q47729
EMG	PD	27.4	2013-09-20	Q47729
Ipsos	PD	29.3	2013-09-17	Q47729
Demopolis	PD	27.5	2013-09-17	Q47729
Lorien	PD	30.7	2013-09-15	Q47729
Tecnè	PD	28.1	2013-09-13	Q47729
SWG	PD	26	2013-09-13	Q47729
EMG	PD	27.3	2013-09-13	Q47729
ISPO	PD	29.1	2013-09-12	Q47729
Demos&Pi	PD	28.5	2013-09-12	Q47729
Ipsos	PD	29.1	2013-09-10	Q47729
Tecnè	PD	27.6	2013-09-06	Q47729
SWG	PD	26	2013-09-06	Q47729
EMG	PD	27.8	2013-09-06	Q47729
Euromedia	PD	26	2013-09-04	Q47729
IPR	PD	24.5	2013-09-03	Q47729
Tecnè	PD	27.3	2013-09-03	Q47729
Lorien	PD	29	2013-09-01	Q47729
SWG	PD	24	2013-08-30	Q47729
IPR	PD	26	2013-08-05	Q47729
SWG	PD	24.7	2013-08-02	Q47729
Tecnè	PD	25.8	2013-08-02	Q47729
SWG	PD	23.5	2013-07-26	Q47729
Tecnè	PD	26.8	2013-07-26	Q47729
EMG	PD	26.8	2013-07-26	Q47729
IPR	PD	27.5	2013-07-22	Q47729
Lorien	PD	28.6	2013-07-21	Q47729
Piepoli	PD	28.5	2013-07-19	Q47729
SWG	PD	25.5	2013-07-19	Q47729
Tecnè	PD	27.6	2013-07-19	Q47729
EMG	PD	26.4	2013-07-19	Q47729
ScenariPolitici	PD	24.5	2013-07-19	Q47729
SWG	PD	26.3	2013-07-12	Q47729
Tecnè	PD	28.5	2013-07-12	Q47729
EMG	PD	26.6	2013-07-12	Q47729
IPR	PD	28.5	2013-07-11	Q47729
Demopolis	PD	28	2013-07-08	Q47729
SWG	PD	26	2013-07-05	Q47729
Tecnè	PD	29.2	2013-07-05	Q47729
EMG	PD	28.1	2013-07-05	Q47729
IPR	PD	28	2013-07-03	Q47729
Piepoli	PD	28	2013-07-03	Q47729
Euromedia	PD	28	2013-07-02	Q47729
Ipsos	PD	29.2	2013-07-02	Q47729
Lorien	PD	30.6	2013-06-30	Q47729
SWG	PD	27.6	2013-06-28	Q47729
Tecnè	PD	29.6	2013-06-28	Q47729
EMG	PD	29	2013-06-28	Q47729
Demopolis	PD	28	2013-06-28	Q47729
Ipsos	PD	29.3	2013-06-25	Q47729
SWG	PD	27.6	2013-06-21	Q47729
Tecnè	PD	29.2	2013-06-21	Q47729
EMG	PD	27.8	2013-06-21	Q47729
Datamonitor	PD	28.4	2013-06-20	Q47729
IPR	PD	27.5	2013-06-19	Q47729
Ipsos	PD	29	2013-06-18	Q47729
Lorien	PD	28.8	2013-06-17	Q47729
Tecnè	PD	28.1	2013-06-15	Q47729
SWG	PD	28.1	2013-06-14	Q47729
EMG	PD	28.5	2013-06-14	Q47729
Ipsos	PD	28.5	2013-06-11	Q47729
Tecnè	PD	26.8	2013-06-10	Q47729
SWG	PD	25.1	2013-06-07	Q47729
EMG	PD	27.8	2013-06-07	Q47729
SpinCon	PD	25.3	2013-06-04	Q47729
Ipsos	PD	27.7	2013-06-04	Q47729
IPR	PD	24.5	2013-06-03	Q47729
Piepoli	PD	24.5	2013-06-03	Q47729
SpinCon	PD	24.6	2013-05-31	Q47729
SWG	PD	25.8	2013-05-31	Q47729
Tecnè	PD	25.8	2013-05-31	Q47729
EMG	PD	25.4	2013-05-31	Q47729
ScenariPolitici	PD	25.4	2013-05-31	Q47729
Piepoli	PD	24	2013-05-30	Q47729
Ipsos	PD	26.8	2013-05-28	Q47729
Lorien	PD	26.5	2013-05-27	Q47729
SWG	PD	22.6	2013-05-24	Q47729
Tecnè	PD	24.5	2013-05-24	Q47729
EMG	PD	23.7	2013-05-24	Q47729
SpinCon	PD	23.1	2013-05-21	Q47729
Ipsos	PD	26.3	2013-05-21	Q47729
SpinCon	PD	23.3	2013-05-17	Q47729
SWG	PD	24	2013-05-17	Q47729
Tecnè	PD	23.6	2013-05-17	Q47729
EMG	PD	23	2013-05-17	Q47729
Piepoli	PD	23	2013-05-15	Q47729
IPR	PD	22	2013-05-14	Q47729
Ipsos	PD	26.5	2013-05-14	Q47729
Demos&Pi	PD	25	2013-05-11	Q47729
Tecnè	PD	22.6	2013-05-10	Q47729
SWG	PD	24	2013-05-10	Q47729
EMG	PD	22.8	2013-05-10	Q47729
ISPO	PD	23.6	2013-05-09	Q47729
IPR	PD	22	2013-05-08	Q47729
Ipsos	PD	26.5	2013-05-07	Q47729
Euromedia	PD	20.5	2013-05-06	Q47729
SpinCon	PD	23.5	2013-05-05	Q47729
Lorien	PD	24	2013-05-05	Q47729
SpinCon	PD	22.8	2013-05-03	Q47729
Tecnè	PD	22.8	2013-05-03	Q47729
SWG	PD	23.8	2013-05-03	Q47729
EMG	PD	22.3	2013-05-03	Q47729
Piepoli	PD	22.5	2013-05-01	Q47729
IPR	PD	22	2013-04-30	Q47729
Ipsos	PD	25.5	2013-04-30	Q47729
Piepoli	PD	21.5	2013-04-27	Q47729
EMG	PD	22.7	2013-04-26	Q47729
SWG	PD	22	2013-04-26	Q47729
Demopolis	PD	21	2013-04-26	Q47729
IPR	PD	23.5	2013-04-25	Q47729
Tecnè	PD	23	2013-04-23	Q47729
Ipsos	PD	24.7	2013-04-23	Q47729
Lorien	PD	25.4	2013-04-21	Q47729
SWG	PD	27	2013-04-19	Q47729
EMG	PD	20.3	2013-04-19	Q47729
ScenariPolitici	PD	26.2	2013-04-19	Q47729
Piepoli	PD	25.5	2013-04-17	Q47729
Demopolis	PD	26.5	2013-04-17	Q47729
Ipsos	PD	28.4	2013-04-16	Q47729
ISPO	PD	28.6	2013-04-13	Q47729
SWG	PD	26.8	2013-04-12	Q47729
EMG	PD	26.9	2013-04-12	Q47729
Euromedia	PD	25.7	2013-04-10	Q47729
Ipsos	PD	28.2	2013-04-09	Q47729
ISPO	PD	28.6	2013-04-08	Q47729
SWG	PD	25.5	2013-04-05	Q47729
Lorien	PD	26.7	2013-04-04	Q47729
Ipsos	PD	28.4	2013-04-02	Q47729
SWG	PD	26	2013-03-29	Q47729
ISPO	PD	27.4	2013-03-27	Q47729
Piepoli	PD	26	2013-03-26	Q47729
Ipsos	PD	28	2013-03-26	Q47729
Tecnè	PD	26	2013-03-25	Q47729
SWG	PD	26.4	2013-03-22	Q47729
IPR	PD	24.5	2013-03-20	Q47729
Euromedia	PD	24.5	2013-03-20	Q47729
Ipsos	PD	28.2	2013-03-19	Q47729
IPR	PD	25	2013-03-18	Q47729
SWG	PD	25.1	2013-03-15	Q47729
ScenariPolitici	PD	27	2013-03-15	Q47729
Lorien	PD	28.7	2013-03-14	Q47729
Piepoli	PD	25.5	2013-03-13	Q47729
Ipsos	PD	27.1	2013-03-12	Q47729
SWG	PD	25.7	2013-03-08	Q47729
ISPO	PD	26.5	2013-03-07	Q47729
Piepoli	PD	25.5	2013-03-06	Q47729
Ipsos	PD	26.7	2013-03-05	Q47729
Lorien	PD	29	2013-03-01	Q47729
ISPO	PdL/FI	20.3	2013-12-23	Q47720+Q14924303
Ixè	PdL/FI	21	2013-12-20	Q47720+Q14924303
IPR	PdL/FI	19	2013-12-20	Q47720+Q14924303
SWG	PdL/FI	20.8	2013-12-20	Q47720+Q14924303
Tecnè	PdL/FI	23.3	2013-12-19	Q47720+Q14924303
ScenariPolitici	PdL/FI	19.8	2013-12-18	Q47720+Q14924303
Ipsos	PdL/FI	21.8	2013-12-17	Q47720+Q14924303
IPR	PdL/FI	20.5	2013-12-16	Q47720+Q14924303
Datamedia	PdL/FI	21	2013-12-16	Q47720+Q14924303
Lorien	PdL/FI	20.5	2013-12-15	Q47720+Q14924303
EMG	PdL/FI	21.1	2013-12-15	Q47720+Q14924303
Euromedia	PdL/FI	21.4	2013-12-13	Q47720+Q14924303
EULAB	PdL/FI	19.5	2013-12-13	Q47720+Q14924303
Ixè	PdL/FI	21.3	2013-12-13	Q47720+Q14924303
Tecnè	PdL/FI	23.1	2013-12-13	Q47720+Q14924303
SWG	PdL/FI	18.9	2013-12-13	Q47720+Q14924303
IPR	PdL/FI	20.5	2013-12-11	Q47720+Q14924303
Demopolis	PdL/FI	21	2013-12-11	Q47720+Q14924303
Ipsos	PdL/FI	22.5	2013-12-10	Q47720+Q14924303
Euromedia	PdL/FI	21.3	2013-12-09	Q47720+Q14924303
Datamedia	PdL/FI	20.2	2013-12-09	Q47720+Q14924303
EMG	PdL/FI	20.6	2013-12-08	Q47720+Q14924303
SWG	PdL/FI	21.6	2013-12-06	Q47720+Q14924303
Ixè	PdL/FI	20.9	2013-12-06	Q47720+Q14924303
Euromedia	PdL/FI	22	2013-12-06	Q47720+Q14924303
Tecnè	PdL/FI	22.8	2013-12-05	Q47720+Q14924303
Demopolis	PdL/FI	21.5	2013-12-04	Q47720+Q14924303
Ipsos	PdL/FI	22.2	2013-12-03	Q47720+Q14924303
Tecnè	PdL/FI	22.2	2013-12-02	Q47720+Q14924303
IPR	PdL/FI	20	2013-12-02	Q47720+Q14924303
Datamedia	PdL/FI	20	2013-12-02	Q47720+Q14924303
ISPO	PdL/FI	20.3	2013-11-29	Q47720+Q14924303
Euromedia	PdL/FI	21.7	2013-11-29	Q47720+Q14924303
Ixè	PdL/FI	20.6	2013-11-29	Q47720+Q14924303
SWG	PdL/FI	21.6	2013-11-29	Q47720+Q14924303
EMG	PdL/FI	20	2013-11-29	Q47720+Q14924303
Demos&Pi	PdL/FI	20.8	2013-11-29	Q47720+Q14924303
IPR	PdL/FI	20	2013-11-27	Q47720+Q14924303
Ipsos	PdL/FI	21.3	2013-11-26	Q47720+Q14924303
IPR	PdL/FI	19.5	2013-11-25	Q47720+Q14924303
Tecnè	PdL/FI	21.1	2013-11-25	Q47720+Q14924303
Datamedia	PdL/FI	19.5	2013-11-25	Q47720+Q14924303
Lorien	PdL/FI	19	2013-11-24	Q47720+Q14924303
EMG	PdL/FI	19.6	2013-11-24	Q47720+Q14924303
Ixè	PdL/FI	17.3	2013-11-22	Q47720+Q14924303
SWG	PdL/FI	21.1	2013-11-22	Q47720+Q14924303
Piepoli	PdL/FI	18	2013-11-20	Q47720+Q14924303
Euromedia	PdL/FI	20.1	2013-11-19	Q47720+Q14924303
Ipsos	PdL/FI	20.7	2013-11-19	Q47720+Q14924303
Datamedia	PdL/FI	18.1	2013-11-18	Q47720+Q14924303
IPR	PdL/FI	18.5	2013-11-18	Q47720+Q14924303
ISPO	PdL/FI	16	2013-11-18	Q47720+Q14924303
EMG	PdL/FI	18.1	2013-11-17	Q47720+Q14924303
Tecnè	PdL/FI	25.6	2013-11-15	Q47720+Q14924303
SWG	PdL/FI	22.8	2013-11-15	Q47720+Q14924303
Ixè	PdL/FI	24.4	2013-11-15	Q47720+Q14924303
Demopolis	PdL/FI	23	2013-11-13	Q47720+Q14924303
Ipsos	PdL/FI	26.3	2013-11-12	Q47720+Q14924303
IPR	PdL/FI	23	2013-11-11	Q47720+Q14924303
Datamedia	PdL/FI	23	2013-11-11	Q47720+Q14924303
EMG	PdL/FI	23.9	2013-11-10	Q47720+Q14924303
Tecnè	PdL/FI	25.3	2013-11-08	Q47720+Q14924303
SWG	PdL/FI	24.2	2013-11-08	Q47720+Q14924303
Ixè	PdL/FI	24	2013-11-08	Q47720+Q14924303
Ipsos	PdL/FI	25.8	2013-11-05	Q47720+Q14924303
IPR	PdL/FI	23	2013-11-04	Q47720+Q14924303
Datamedia	PdL/FI	22.9	2013-11-04	Q47720+Q14924303
Lorien	PdL/FI	24.2	2013-11-03	Q47720+Q14924303
EMG	PdL/FI	23.7	2013-11-03	Q47720+Q14924303
Tecnè	PdL/FI	24.9	2013-11-01	Q47720+Q14924303
SWG	PdL/FI	26.2	2013-10-31	Q47720+Q14924303
Ixè	PdL/FI	23.5	2013-10-31	Q47720+Q14924303
ISPO	PdL/FI	23.5	2013-10-29	Q47720+Q14924303
Ipsos	PdL/FI	25	2013-10-29	Q47720+Q14924303
IPR	PdL/FI	23.5	2013-10-28	Q47720+Q14924303
Datamedia	PdL/FI	22.8	2013-10-28	Q47720+Q14924303
EMG	PdL/FI	24.1	2013-10-27	Q47720+Q14924303
Tecnè	PdL/FI	24.2	2013-10-25	Q47720+Q14924303
SWG	PdL/FI	25.3	2013-10-25	Q47720+Q14924303
Ixè	PdL/FI	23.1	2013-10-25	Q47720+Q14924303
Piepoli	PdL/FI	23.5	2013-10-23	Q47720+Q14924303
Ipsos	PdL/FI	24.8	2013-10-22	Q47720+Q14924303
IPR	PdL/FI	25	2013-10-21	Q47720+Q14924303
Datamedia	PdL/FI	24.4	2013-10-21	Q47720+Q14924303
Lorien	PdL/FI	24.1	2013-10-20	Q47720+Q14924303
EMG	PdL/FI	25.4	2013-10-19	Q47720+Q14924303
Tecnè	PdL/FI	24.6	2013-10-18	Q47720+Q14924303
SWG	PdL/FI	24.1	2013-10-18	Q47720+Q14924303
Ixè	PdL/FI	24.5	2013-10-18	Q47720+Q14924303
Ipsos	PdL/FI	25.1	2013-10-15	Q47720+Q14924303
IPR	PdL/FI	24.5	2013-10-14	Q47720+Q14924303
ISPO	PdL/FI	23	2013-10-14	Q47720+Q14924303
Datamedia	PdL/FI	24	2013-10-14	Q47720+Q14924303
Lorien	PdL/FI	23	2013-10-13	Q47720+Q14924303
Tecnè	PdL/FI	23.7	2013-10-11	Q47720+Q14924303
SWG	PdL/FI	24.6	2013-10-11	Q47720+Q14924303
Ixè	PdL/FI	22.6	2013-10-11	Q47720+Q14924303
EMG	PdL/FI	25.2	2013-10-11	Q47720+Q14924303
ScenariPolitici	PdL/FI	21	2013-10-10	Q47720+Q14924303
Ipsos	PdL/FI	24.7	2013-10-08	Q47720+Q14924303
IPR	PdL/FI	24	2013-10-07	Q47720+Q14924303
Ixè	PdL/FI	22.7	2013-10-07	Q47720+Q14924303
Datamedia	PdL/FI	23.2	2013-10-07	Q47720+Q14924303
Tecnè	PdL/FI	22.3	2013-10-04	Q47720+Q14924303
Euromedia	PdL/FI	26	2013-10-04	Q47720+Q14924303
EMG	PdL/FI	24.1	2013-10-04	Q47720+Q14924303
Demos&Pi	PdL/FI	20	2013-10-04	Q47720+Q14924303
IPR	PdL/FI	25	2013-10-03	Q47720+Q14924303
SWG	PdL/FI	24.8	2013-10-03	Q47720+Q14924303
SWG	PdL/FI	25.9	2013-10-01	Q47720+Q14924303
Ipsos	PdL/FI	24	2013-10-01	Q47720+Q14924303
IPR	PdL/FI	25	2013-09-30	Q47720+Q14924303
Datamedia	PdL/FI	25.8	2013-09-30	Q47720+Q14924303
Lorien	PdL/FI	22.5	2013-09-29	Q47720+Q14924303
EMG	PdL/FI	25	2013-09-29	Q47720+Q14924303
Tecnè	PdL/FI	25	2013-09-27	Q47720+Q14924303
SWG	PdL/FI	27	2013-09-27	Q47720+Q14924303
Ixè	PdL/FI	26.6	2013-09-27	Q47720+Q14924303
Datamedia	PdL/FI	27	2013-09-25	Q47720+Q14924303
Ipsos	PdL/FI	27	2013-09-24	Q47720+Q14924303
Lorien	PdL/FI	26.2	2013-09-22	Q47720+Q14924303
Tecnè	PdL/FI	25.4	2013-09-20	Q47720+Q14924303
SWG	PdL/FI	27.7	2013-09-20	Q47720+Q14924303
EMG	PdL/FI	25.6	2013-09-20	Q47720+Q14924303
Ipsos	PdL/FI	27.3	2013-09-17	Q47720+Q14924303
Demopolis	PdL/FI	27	2013-09-17	Q47720+Q14924303
Lorien	PdL/FI	25	2013-09-15	Q47720+Q14924303
Tecnè	PdL/FI	26.9	2013-09-13	Q47720+Q14924303
SWG	PdL/FI	28	2013-09-13	Q47720+Q14924303
EMG	PdL/FI	26.9	2013-09-13	Q47720+Q14924303
ISPO	PdL/FI	28.2	2013-09-12	Q47720+Q14924303
Demos&Pi	PdL/FI	26.2	2013-09-12	Q47720+Q14924303
Ipsos	PdL/FI	27.5	2013-09-10	Q47720+Q14924303
Tecnè	PdL/FI	27.2	2013-09-06	Q47720+Q14924303
SWG	PdL/FI	27.9	2013-09-06	Q47720+Q14924303
EMG	PdL/FI	27.3	2013-09-06	Q47720+Q14924303
Euromedia	PdL/FI	28.5	2013-09-04	Q47720+Q14924303
IPR	PdL/FI	27.5	2013-09-03	Q47720+Q14924303
Tecnè	PdL/FI	26.3	2013-09-03	Q47720+Q14924303
Lorien	PdL/FI	25.8	2013-09-01	Q47720+Q14924303
SWG	PdL/FI	27.9	2013-08-30	Q47720+Q14924303
IPR	PdL/FI	27.5	2013-08-05	Q47720+Q14924303
SWG	PdL/FI	28.3	2013-08-02	Q47720+Q14924303
Tecnè	PdL/FI	27.1	2013-08-02	Q47720+Q14924303
SWG	PdL/FI	27	2013-07-26	Q47720+Q14924303
Tecnè	PdL/FI	28.3	2013-07-26	Q47720+Q14924303
EMG	PdL/FI	27.2	2013-07-26	Q47720+Q14924303
IPR	PdL/FI	26	2013-07-22	Q47720+Q14924303
Lorien	PdL/FI	26	2013-07-21	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-07-19	Q47720+Q14924303
SWG	PdL/FI	26.5	2013-07-19	Q47720+Q14924303
Tecnè	PdL/FI	28	2013-07-19	Q47720+Q14924303
EMG	PdL/FI	27.7	2013-07-19	Q47720+Q14924303
ScenariPolitici	PdL/FI	24	2013-07-19	Q47720+Q14924303
SWG	PdL/FI	26.6	2013-07-12	Q47720+Q14924303
Tecnè	PdL/FI	28.3	2013-07-12	Q47720+Q14924303
EMG	PdL/FI	27.2	2013-07-12	Q47720+Q14924303
IPR	PdL/FI	25.5	2013-07-11	Q47720+Q14924303
Demopolis	PdL/FI	26.5	2013-07-08	Q47720+Q14924303
SWG	PdL/FI	28.3	2013-07-05	Q47720+Q14924303
Tecnè	PdL/FI	28.5	2013-07-05	Q47720+Q14924303
EMG	PdL/FI	27	2013-07-05	Q47720+Q14924303
IPR	PdL/FI	25	2013-07-03	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-07-03	Q47720+Q14924303
Euromedia	PdL/FI	28.1	2013-07-02	Q47720+Q14924303
Ipsos	PdL/FI	27.2	2013-07-02	Q47720+Q14924303
Lorien	PdL/FI	26.3	2013-06-30	Q47720+Q14924303
SWG	PdL/FI	26.8	2013-06-28	Q47720+Q14924303
Tecnè	PdL/FI	28.5	2013-06-28	Q47720+Q14924303
EMG	PdL/FI	26.6	2013-06-28	Q47720+Q14924303
Demopolis	PdL/FI	26	2013-06-28	Q47720+Q14924303
Ipsos	PdL/FI	27.3	2013-06-25	Q47720+Q14924303
SWG	PdL/FI	25.9	2013-06-21	Q47720+Q14924303
Tecnè	PdL/FI	29	2013-06-21	Q47720+Q14924303
EMG	PdL/FI	27	2013-06-21	Q47720+Q14924303
Datamonitor	PdL/FI	28.8	2013-06-20	Q47720+Q14924303
IPR	PdL/FI	27.5	2013-06-19	Q47720+Q14924303
Ipsos	PdL/FI	27.5	2013-06-18	Q47720+Q14924303
Lorien	PdL/FI	28	2013-06-17	Q47720+Q14924303
Tecnè	PdL/FI	29.2	2013-06-15	Q47720+Q14924303
SWG	PdL/FI	26	2013-06-14	Q47720+Q14924303
EMG	PdL/FI	27.3	2013-06-14	Q47720+Q14924303
Ipsos	PdL/FI	27.3	2013-06-11	Q47720+Q14924303
Tecnè	PdL/FI	29.7	2013-06-10	Q47720+Q14924303
SWG	PdL/FI	27.7	2013-06-07	Q47720+Q14924303
EMG	PdL/FI	28.1	2013-06-07	Q47720+Q14924303
SpinCon	PdL/FI	27.1	2013-06-04	Q47720+Q14924303
Ipsos	PdL/FI	27.7	2013-06-04	Q47720+Q14924303
IPR	PdL/FI	27.3	2013-06-03	Q47720+Q14924303
Piepoli	PdL/FI	25.5	2013-06-03	Q47720+Q14924303
SpinCon	PdL/FI	26.3	2013-05-31	Q47720+Q14924303
SWG	PdL/FI	27.8	2013-05-31	Q47720+Q14924303
Tecnè	PdL/FI	29.3	2013-05-31	Q47720+Q14924303
EMG	PdL/FI	26.8	2013-05-31	Q47720+Q14924303
ScenariPolitici	PdL/FI	27	2013-05-31	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-05-30	Q47720+Q14924303
Ipsos	PdL/FI	27.8	2013-05-28	Q47720+Q14924303
Lorien	PdL/FI	28.2	2013-05-27	Q47720+Q14924303
SWG	PdL/FI	27.8	2013-05-24	Q47720+Q14924303
Tecnè	PdL/FI	30	2013-05-24	Q47720+Q14924303
EMG	PdL/FI	26	2013-05-24	Q47720+Q14924303
SpinCon	PdL/FI	27.7	2013-05-21	Q47720+Q14924303
Ipsos	PdL/FI	28.6	2013-05-21	Q47720+Q14924303
SpinCon	PdL/FI	27.6	2013-05-17	Q47720+Q14924303
SWG	PdL/FI	27.4	2013-05-17	Q47720+Q14924303
Tecnè	PdL/FI	30.3	2013-05-17	Q47720+Q14924303
EMG	PdL/FI	26.5	2013-05-17	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-05-15	Q47720+Q14924303
IPR	PdL/FI	28	2013-05-14	Q47720+Q14924303
Ipsos	PdL/FI	29.2	2013-05-14	Q47720+Q14924303
Demos&Pi	PdL/FI	26.6	2013-05-11	Q47720+Q14924303
Tecnè	PdL/FI	29.8	2013-05-10	Q47720+Q14924303
SWG	PdL/FI	27.6	2013-05-10	Q47720+Q14924303
EMG	PdL/FI	26.6	2013-05-10	Q47720+Q14924303
ISPO	PdL/FI	29.1	2013-05-09	Q47720+Q14924303
IPR	PdL/FI	27	2013-05-08	Q47720+Q14924303
Ipsos	PdL/FI	30	2013-05-07	Q47720+Q14924303
Euromedia	PdL/FI	27.5	2013-05-06	Q47720+Q14924303
SpinCon	PdL/FI	27.7	2013-05-05	Q47720+Q14924303
Lorien	PdL/FI	27.1	2013-05-05	Q47720+Q14924303
SpinCon	PdL/FI	28.5	2013-05-03	Q47720+Q14924303
Tecnè	PdL/FI	28.1	2013-05-03	Q47720+Q14924303
SWG	PdL/FI	26.8	2013-05-03	Q47720+Q14924303
EMG	PdL/FI	27.3	2013-05-03	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-05-01	Q47720+Q14924303
IPR	PdL/FI	27.5	2013-04-30	Q47720+Q14924303
Ipsos	PdL/FI	27.7	2013-04-30	Q47720+Q14924303
Piepoli	PdL/FI	25	2013-04-27	Q47720+Q14924303
EMG	PdL/FI	26	2013-04-26	Q47720+Q14924303
SWG	PdL/FI	27	2013-04-26	Q47720+Q14924303
Demopolis	PdL/FI	27.5	2013-04-26	Q47720+Q14924303
IPR	PdL/FI	26.5	2013-04-25	Q47720+Q14924303
Tecnè	PdL/FI	29.5	2013-04-23	Q47720+Q14924303
Ipsos	PdL/FI	28.2	2013-04-23	Q47720+Q14924303
Lorien	PdL/FI	27.6	2013-04-21	Q47720+Q14924303
SWG	PdL/FI	26.8	2013-04-19	Q47720+Q14924303
EMG	PdL/FI	27.1	2013-04-19	Q47720+Q14924303
ScenariPolitici	PdL/FI	27.8	2013-04-19	Q47720+Q14924303
Piepoli	PdL/FI	23.5	2013-04-17	Q47720+Q14924303
Demopolis	PdL/FI	25	2013-04-17	Q47720+Q14924303
Ipsos	PdL/FI	25.5	2013-04-16	Q47720+Q14924303
ISPO	PdL/FI	24.5	2013-04-13	Q47720+Q14924303
SWG	PdL/FI	26.9	2013-04-12	Q47720+Q14924303
EMG	PdL/FI	25.6	2013-04-12	Q47720+Q14924303
Euromedia	PdL/FI	24.7	2013-04-10	Q47720+Q14924303
Ipsos	PdL/FI	25	2013-04-09	Q47720+Q14924303
ISPO	PdL/FI	25	2013-04-08	Q47720+Q14924303
SWG	PdL/FI	25	2013-04-05	Q47720+Q14924303
Lorien	PdL/FI	26.3	2013-04-04	Q47720+Q14924303
Ipsos	PdL/FI	24.8	2013-04-02	Q47720+Q14924303
SWG	PdL/FI	26.2	2013-03-29	Q47720+Q14924303
ISPO	PdL/FI	22.5	2013-03-27	Q47720+Q14924303
Piepoli	PdL/FI	22.5	2013-03-26	Q47720+Q14924303
Ipsos	PdL/FI	21.9	2013-03-26	Q47720+Q14924303
Tecnè	PdL/FI	24.7	2013-03-25	Q47720+Q14924303
SWG	PdL/FI	24.2	2013-03-22	Q47720+Q14924303
IPR	PdL/FI	23.5	2013-03-20	Q47720+Q14924303
Euromedia	PdL/FI	23.2	2013-03-20	Q47720+Q14924303
Ipsos	PdL/FI	21.5	2013-03-19	Q47720+Q14924303
IPR	PdL/FI	23	2013-03-18	Q47720+Q14924303
SWG	PdL/FI	23.3	2013-03-15	Q47720+Q14924303
ScenariPolitici	PdL/FI	23.5	2013-03-15	Q47720+Q14924303
Lorien	PdL/FI	23.7	2013-03-14	Q47720+Q14924303
Piepoli	PdL/FI	22	2013-03-13	Q47720+Q14924303
Ipsos	PdL/FI	21.6	2013-03-12	Q47720+Q14924303
SWG	PdL/FI	22.2	2013-03-08	Q47720+Q14924303
ISPO	PdL/FI	21.2	2013-03-07	Q47720+Q14924303
Piepoli	PdL/FI	22	2013-03-06	Q47720+Q14924303
Ipsos	PdL/FI	22.2	2013-03-05	Q47720+Q14924303
Lorien	PdL/FI	26.5	2013-03-01	Q47720+Q14924303
ISPO	SC	2.7	2013-12-23	Q2792033
Ixè	SC	2.2	2013-12-20	Q2792033
IPR	SC	1.3	2013-12-20	Q2792033
SWG	SC	2	2013-12-20	Q2792033
Tecnè	SC	1.6	2013-12-19	Q2792033
ScenariPolitici	SC	1.8	2013-12-18	Q2792033
Ipsos	SC	2.2	2013-12-17	Q2792033
IPR	SC	1.5	2013-12-16	Q2792033
Datamedia	SC	1.6	2013-12-16	Q2792033
Lorien	SC	2.5	2013-12-15	Q2792033
EMG	SC	2.2	2013-12-15	Q2792033
Euromedia	SC	1.9	2013-12-13	Q2792033
EULAB	SC	3.5	2013-12-13	Q2792033
Ixè	SC	2.1	2013-12-13	Q2792033
